q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,career
1,2,2,4,2,1,1,1,3,1,Electronics Engineer
2,4,2,3,3,4,5,3,1,1,Data Scientist
4,1,1,1,5,1,2,5,2,3,Web Developer
5,5,1,1,3,4,4,1,2,4,AI/ML Engineer
2,5,1,1,1,5,5,3,1,2,Data Scientist
2,3,4,4,1,1,1,1,1,1,Electronics Engineer
5,2,1,3,4,1,1,1,5,1,Cybersecurity Engineer
5,5,2,3,3,5,4,4,2,2,AI/ML Engineer
3,2,1,2,5,2,3,4,1,3,Web Developer
1,4,2,1,5,2,2,5,2,4,Web Developer
4,4,2,1,1,4,5,2,3,1,Data Scientist
3,3,3,3,1,1,1,2,1,2,Electronics Engineer
3,4,5,2,1,4,5,3,3,5,Data Scientist
4,3,2,1,3,3,2,1,5,1,Cybersecurity Engineer
1,2,1,1,4,2,1,5,2,2,Web Developer
4,3,2,5,5,2,2,5,3,4,Web Developer
2,1,3,2,3,1,2,5,2,1,UI/UX Designer
5,3,5,4,1,2,3,1,1,4,Robotics Engineer
1,1,4,4,3,3,1,1,1,1,Robotics Engineer
1,3,1,1,4,1,4,5,1,2,UI/UX Designer
2,5,1,1,4,1,5,4,1,4,UI/UX Designer
3,1,1,1,5,2,2,4,1,5,Game Developer
2,1,1,3,5,2,1,4,1,1,Web Developer
1,2,3,5,2,2,1,1,2,1,Electronics Engineer
1,4,5,2,2,1,3,3,1,1,Robotics Engineer
1,1,3,1,3,1,2,3,1,2,UI/UX Designer
1,1,1,5,4,3,3,5,1,3,UI/UX Designer
3,3,2,4,5,3,2,5,2,4,Game Developer
5,5,3,1,1,3,5,2,1,3,Data Scientist
5,3,3,1,5,2,2,1,4,1,Cybersecurity Engineer
3,1,1,1,4,2,2,5,2,4,UI/UX Designer
2,3,1,2,5,1,5,1,5,3,Cybersecurity Engineer
1,3,5,3,2,1,2,1,4,1,Electronics Engineer
4,2,1,1,2,4,1,4,2,4,Game Developer
1,1,1,1,5,1,1,3,1,3,Game Developer
2,3,1,1,2,1,3,4,1,5,Game Developer
2,4,2,1,3,2,1,5,1,3,Web Developer
5,4,1,2,4,4,1,1,4,2,AI/ML Engineer
2,3,4,4,1,1,1,1,3,1,Electronics Engineer
4,5,1,2,3,5,5,2,1,1,AI/ML Engineer
3,5,1,1,3,5,3,1,5,1,AI/ML Engineer
3,2,5,4,2,3,1,1,1,1,Robotics Engineer
3,3,1,1,3,2,2,2,4,5,Game Developer
2,5,2,1,5,2,5,2,1,1,Data Scientist
4,3,2,1,4,2,2,4,1,2,Software Developer
4,3,2,1,4,3,2,3,1,4,Software Developer
1,3,5,5,1,1,1,1,1,1,Electronics Engineer
4,1,3,2,3,2,3,3,1,5,Game Developer
4,2,2,1,2,2,2,5,2,2,Web Developer
1,1,3,3,5,1,2,1,1,1,UI/UX Designer
4,1,2,3,4,4,3,2,1,1,Software Developer
1,2,4,1,5,1,1,5,1,4,Web Developer
3,4,2,1,4,2,1,5,1,3,Game Developer
2,5,1,1,5,2,4,5,2,4,Web Developer
3,2,1,1,3,2,2,4,5,5,Game Developer
2,4,5,5,1,1,1,1,1,2,Electronics Engineer
1,1,2,1,1,1,2,4,1,1,UI/UX Designer
2,2,3,5,1,1,2,1,1,2,Electronics Engineer
1,1,1,2,2,4,3,5,2,4,UI/UX Designer
1,2,1,1,4,1,2,5,1,2,UI/UX Designer
1,3,1,1,3,1,2,5,1,3,UI/UX Designer
1,3,2,5,1,2,1,1,1,2,Electronics Engineer
1,1,2,1,2,2,1,2,1,5,Game Developer
2,1,1,1,4,2,2,5,1,2,Software Developer
1,4,5,5,2,1,1,1,1,1,Electronics Engineer
5,2,1,2,4,3,1,3,3,1,Software Developer
3,1,3,4,1,2,2,1,1,1,Robotics Engineer
3,1,1,3,2,2,2,3,4,1,Data Scientist
4,2,4,2,5,1,2,1,2,1,Electronics Engineer
3,5,1,1,2,5,2,2,1,1,Data Scientist
5,1,3,2,5,2,2,4,1,2,Software Developer
3,4,1,1,5,4,5,1,1,2,Data Scientist
1,1,1,1,3,2,2,5,1,3,UI/UX Designer
1,1,1,1,1,3,1,5,3,4,UI/UX Designer
5,2,1,1,4,3,2,4,2,4,Game Developer
2,5,3,2,1,4,4,2,1,4,Robotics Engineer
1,1,2,1,3,1,2,1,1,4,UI/UX Designer
3,5,1,1,1,3,4,1,5,1,Data Scientist
2,2,1,1,4,2,1,5,1,5,Game Developer
3,1,1,1,3,4,2,5,2,1,UI/UX Designer
1,2,1,1,5,2,1,4,1,4,Game Developer
5,2,1,1,5,3,2,1,2,1,Software Developer
2,2,2,1,3,2,2,5,1,1,Web Developer
4,2,1,2,5,4,2,5,1,3,Web Developer
3,2,3,5,2,1,1,2,1,2,Electronics Engineer
4,2,1,3,5,3,1,1,5,1,Cybersecurity Engineer
3,2,3,4,3,2,1,1,3,1,Robotics Engineer
3,5,1,3,1,5,5,1,1,1,Data Scientist
3,4,5,5,3,1,1,1,2,1,Electronics Engineer
3,1,1,5,5,1,2,3,3,2,Web Developer
4,4,1,1,4,5,4,1,1,2,AI/ML Engineer
1,3,2,1,4,2,1,1,5,2,Cybersecurity Engineer
4,2,1,3,4,2,5,1,4,2,Cybersecurity Engineer
5,2,1,3,4,2,1,2,3,1,Software Developer
1,2,3,1,5,2,2,5,1,3,Web Developer
1,1,3,4,1,1,2,2,4,3,Electronics Engineer
5,1,3,1,4,3,3,1,2,3,Software Developer
3,2,5,4,2,2,3,1,1,2,Robotics Engineer
2,5,3,5,1,1,1,2,1,1,Electronics Engineer
1,1,2,5,5,2,3,5,1,3,Web Developer
2,4,1,1,3,1,3,2,5,3,Cybersecurity Engineer
3,3,1,1,3,2,4,5,1,5,Game Developer
3,1,1,2,1,2,3,5,1,3,Web Developer
4,1,3,1,5,3,2,5,1,5,Web Developer
2,1,4,5,2,2,1,2,3,1,Electronics Engineer
3,3,3,1,4,4,2,5,1,3,Web Developer
4,2,5,1,3,2,2,4,1,5,Game Developer
4,5,1,1,2,2,5,2,1,1,Data Scientist
2,3,1,1,3,3,4,2,1,1,Data Scientist
4,2,3,3,3,3,4,1,3,1,Robotics Engineer
3,3,4,4,1,1,2,1,3,1,Electronics Engineer
2,2,5,5,1,3,3,1,1,1,Robotics Engineer
1,1,1,1,5,2,2,5,2,2,Web Developer
2,3,1,1,4,2,1,3,5,1,Cybersecurity Engineer
5,5,2,3,5,5,3,1,1,4,AI/ML Engineer
2,4,1,1,2,4,5,2,1,1,Data Scientist
3,2,1,3,5,2,1,1,4,1,Cybersecurity Engineer
4,2,1,1,4,5,1,4,1,2,Software Developer
3,2,1,1,2,4,1,5,1,4,Game Developer
1,2,1,1,3,1,1,4,2,2,UI/UX Designer
2,3,4,2,2,1,3,1,1,1,Electronics Engineer
3,2,1,5,4,1,1,3,1,3,Web Developer
1,2,1,1,4,2,5,2,1,5,Game Developer
4,3,1,4,2,2,1,1,5,1,Cybersecurity Engineer
3,3,1,1,4,5,5,4,1,1,Data Scientist
3,2,1,3,3,1,3,5,1,5,Web Developer
2,2,2,1,4,5,2,2,1,5,Game Developer
1,3,5,5,2,2,2,1,1,2,Robotics Engineer
1,3,4,4,2,1,1,1,1,2,Electronics Engineer
5,1,1,1,3,3,2,2,1,1,Software Developer
2,3,5,2,2,2,2,1,1,4,Robotics Engineer
5,3,1,1,5,3,1,2,1,4,Software Developer
5,1,1,3,5,2,1,3,2,1,Software Developer
1,2,4,5,1,1,1,1,2,1,Electronics Engineer
4,2,1,1,4,3,1,1,1,2,Software Developer
3,3,2,1,1,2,5,4,1,2,Data Scientist
4,1,1,1,3,3,1,5,1,2,Game Developer
1,3,4,4,1,2,1,1,1,2,Robotics Engineer
2,5,5,5,2,4,1,1,3,1,Robotics Engineer
4,5,4,4,2,1,3,1,1,1,Electronics Engineer
2,5,5,5,1,4,2,1,1,1,Electronics Engineer
5,2,1,3,5,1,2,5,1,3,Web Developer
3,3,1,1,4,4,2,1,5,3,Cybersecurity Engineer
5,4,3,1,3,4,1,4,1,2,Software Developer
3,5,1,1,3,5,2,2,1,3,AI/ML Engineer
3,2,5,5,3,1,1,1,1,2,Electronics Engineer
3,5,1,1,3,4,5,4,3,3,Data Scientist
1,4,2,3,2,1,1,1,1,1,Electronics Engineer
3,2,1,2,5,3,2,2,1,1,Software Developer
3,4,3,1,1,3,5,3,1,1,Data Scientist
4,3,4,1,4,1,1,3,1,1,Game Developer
3,1,4,3,1,4,3,2,1,1,Robotics Engineer
2,3,3,5,2,1,3,1,1,1,Electronics Engineer
3,5,5,4,1,5,1,1,3,4,Robotics Engineer
5,4,1,1,2,4,2,2,5,2,Software Developer
2,4,1,2,3,3,5,1,1,1,Data Scientist
5,5,1,1,2,5,4,3,1,2,AI/ML Engineer
3,3,1,1,5,1,5,5,1,3,Web Developer
2,5,1,1,2,5,4,1,1,1,Data Scientist
5,2,1,2,5,4,1,3,2,5,Game Developer
3,1,1,1,4,4,2,3,1,5,Game Developer
1,2,1,1,5,2,4,5,1,3,Web Developer
3,3,2,5,2,4,3,1,1,2,Robotics Engineer
3,3,5,1,3,1,4,5,1,3,UI/UX Designer
3,1,1,1,1,1,2,5,4,1,UI/UX Designer
4,5,1,2,1,3,4,1,1,1,Data Scientist
2,2,5,4,3,3,2,1,1,2,Robotics Engineer
2,4,1,4,4,5,4,3,2,3,AI/ML Engineer
3,5,1,1,1,5,5,2,1,2,Data Scientist
4,2,2,3,2,3,3,3,1,3,Software Developer
2,4,5,1,2,2,2,2,2,1,Robotics Engineer
1,1,3,3,4,1,2,5,1,1,UI/UX Designer
5,3,2,1,4,1,1,5,1,2,Web Developer
1,2,1,2,3,1,3,5,1,2,UI/UX Designer
1,1,3,5,1,1,1,4,1,2,Electronics Engineer
1,3,1,3,5,1,2,4,4,2,Web Developer
5,1,5,4,3,3,2,1,1,3,Robotics Engineer
1,3,3,3,3,2,3,5,1,3,UI/UX Designer
1,2,2,2,3,1,1,5,1,2,UI/UX Designer
4,1,5,4,2,3,3,3,1,2,Robotics Engineer
4,2,1,2,5,3,1,1,5,1,Cybersecurity Engineer
5,1,1,2,3,3,4,5,3,2,Web Developer
5,2,1,3,3,2,4,1,2,3,Software Developer
4,2,1,1,4,2,1,3,4,1,Cybersecurity Engineer
5,2,1,3,5,3,1,1,2,2,Cybersecurity Engineer
3,2,1,3,5,2,3,5,1,3,Web Developer
3,1,1,1,2,3,1,3,2,4,Game Developer
1,2,1,1,4,3,4,5,5,2,UI/UX Designer
2,5,1,5,5,5,5,3,1,3,Data Scientist
1,5,3,1,1,3,3,1,2,1,Data Scientist
4,5,1,1,2,5,4,2,1,5,Data Scientist
5,5,1,4,3,2,1,1,5,1,Cybersecurity Engineer
4,1,1,2,5,2,2,4,5,3,Web Developer
2,2,1,2,5,1,2,4,3,2,Web Developer
3,1,1,1,4,1,2,4,1,4,UI/UX Designer
3,5,3,3,3,5,1,3,2,2,Robotics Engineer
4,2,2,1,4,5,2,2,1,2,Software Developer
5,5,3,2,4,3,5,1,1,2,AI/ML Engineer
4,4,1,1,3,4,5,1,1,2,AI/ML Engineer
1,2,3,2,3,1,3,5,1,3,UI/UX Designer
2,1,2,1,3,2,2,4,1,4,UI/UX Designer
4,1,2,1,5,2,1,5,1,4,Game Developer
4,5,3,2,3,5,5,2,1,2,AI/ML Engineer
4,3,1,2,5,4,1,1,2,2,Software Developer
3,5,1,1,3,3,5,1,1,3,Data Scientist
3,3,1,1,5,2,4,5,3,3,Web Developer
1,1,1,1,3,1,1,5,4,2,UI/UX Designer
3,4,2,3,5,3,2,5,1,4,Web Developer
4,3,1,2,5,2,1,1,5,1,Cybersecurity Engineer
3,5,3,1,1,1,5,1,1,1,Data Scientist
3,3,1,3,5,2,1,5,5,1,Cybersecurity Engineer
3,3,5,5,2,2,3,1,2,1,Robotics Engineer
2,2,1,1,3,3,1,4,3,5,Game Developer
5,5,1,1,2,4,5,2,3,1,Data Scientist
2,3,2,1,4,4,3,1,2,2,AI/ML Engineer
4,1,1,2,5,2,4,4,3,1,Software Developer
3,4,5,5,2,2,1,1,2,3,Robotics Engineer
2,4,1,1,4,4,2,3,3,2,Cybersecurity Engineer
1,3,4,5,1,1,2,4,1,1,Electronics Engineer
2,3,1,3,2,4,5,1,1,2,Data Scientist
2,1,1,1,5,2,1,5,2,2,Web Developer
5,3,2,1,3,4,1,1,5,1,Cybersecurity Engineer
5,1,1,4,4,1,1,1,5,4,Cybersecurity Engineer
4,4,1,3,1,2,5,4,2,1,Data Scientist
4,5,1,2,2,4,4,2,1,3,AI/ML Engineer
3,5,2,2,3,2,3,4,5,1,Cybersecurity Engineer
4,5,1,1,3,5,4,3,1,2,AI/ML Engineer
2,2,2,1,3,1,2,5,1,2,UI/UX Designer
1,3,5,1,2,2,2,5,2,3,UI/UX Designer
4,5,1,3,5,4,1,1,5,2,Cybersecurity Engineer
2,5,4,5,2,4,4,3,3,1,Electronics Engineer
5,2,1,1,5,2,2,3,2,4,Software Developer
2,4,2,2,5,2,2,4,1,5,Game Developer
3,3,2,1,5,3,1,4,1,4,Web Developer
3,1,1,1,4,4,1,2,1,3,Game Developer
2,5,2,1,2,4,1,3,2,2,Data Scientist
4,2,1,1,5,3,3,5,1,3,Web Developer
3,3,1,3,2,1,1,1,5,1,Cybersecurity Engineer
4,2,1,2,5,2,1,2,5,2,Cybersecurity Engineer
5,5,1,4,3,2,1,1,5,1,Cybersecurity Engineer
2,1,1,1,4,2,2,3,2,2,UI/UX Designer
1,1,1,1,1,1,2,5,2,2,UI/UX Designer
5,3,1,1,4,1,1,3,4,1,Cybersecurity Engineer
3,4,1,3,2,4,5,3,2,3,Data Scientist
3,1,1,1,1,1,1,5,1,2,UI/UX Designer
2,5,2,2,1,1,4,1,1,3,AI/ML Engineer
5,4,1,1,5,1,5,5,5,5,Game Developer
1,5,1,1,3,2,5,2,1,1,Data Scientist
1,1,1,3,2,1,2,3,1,4,UI/UX Designer
2,2,2,2,5,5,2,5,2,3,Web Developer
4,1,1,4,5,2,1,5,4,5,Game Developer
3,5,1,2,1,5,4,1,1,1,AI/ML Engineer
1,2,2,1,5,3,4,5,1,1,Web Developer
3,1,1,3,4,2,1,2,5,1,Cybersecurity Engineer
4,2,4,4,1,2,1,5,2,1,Electronics Engineer
4,2,2,2,3,2,1,1,5,1,Cybersecurity Engineer
3,5,1,1,4,4,5,2,1,1,Data Scientist
1,1,1,1,4,2,2,5,3,4,UI/UX Designer
2,5,1,1,3,5,5,3,1,4,AI/ML Engineer
1,4,1,1,5,2,1,5,1,4,Game Developer
3,5,1,2,4,5,5,5,2,1,Data Scientist
3,2,3,5,2,1,1,1,1,1,Electronics Engineer
4,5,1,1,1,4,5,2,1,1,Data Scientist
4,5,1,2,4,2,1,1,5,1,Cybersecurity Engineer
5,4,4,2,1,4,5,4,2,3,Data Scientist
4,5,1,1,2,3,5,2,1,1,Data Scientist
3,1,2,1,5,2,2,4,2,3,Web Developer
4,3,1,1,3,1,1,1,5,1,Cybersecurity Engineer
3,4,1,1,4,5,4,1,4,1,AI/ML Engineer
4,5,1,2,4,2,1,1,5,1,Cybersecurity Engineer
4,2,1,1,3,1,1,3,1,4,Game Developer
3,3,4,3,3,4,4,1,2,2,Data Scientist
2,5,2,1,5,1,3,3,1,3,Web Developer
2,1,5,5,1,1,1,1,1,2,Electronics Engineer
4,3,4,3,2,1,1,1,1,2,Electronics Engineer
5,3,1,1,3,4,4,4,1,2,Web Developer
1,2,1,4,1,1,1,1,3,2,Electronics Engineer
3,3,5,3,2,3,4,1,1,5,Robotics Engineer
5,1,1,2,4,3,3,1,2,1,Software Developer
3,1,4,4,1,3,1,1,2,1,Robotics Engineer
1,2,5,5,1,1,2,1,1,3,Robotics Engineer
5,2,2,3,3,2,1,5,1,5,Web Developer
2,1,1,1,4,1,3,1,5,2,Cybersecurity Engineer
2,1,2,1,4,1,1,5,1,5,Game Developer
5,3,1,1,2,1,1,1,5,1,Cybersecurity Engineer
4,1,1,3,5,3,2,3,2,3,Web Developer
4,3,1,1,5,4,2,4,1,4,Game Developer
4,3,3,4,4,4,4,1,5,1,Cybersecurity Engineer
4,1,1,1,5,2,4,4,3,4,Web Developer
3,3,5,3,2,3,2,5,4,3,Robotics Engineer
5,1,1,1,4,1,1,5,1,5,Game Developer
2,1,2,1,3,1,4,5,1,4,UI/UX Designer
1,1,1,3,4,1,2,1,3,2,UI/UX Designer
1,3,2,1,5,2,1,4,3,4,Game Developer
3,1,1,1,1,1,1,4,5,5,Game Developer
3,2,5,5,3,3,1,1,1,3,Robotics Engineer
3,5,5,5,3,4,2,1,3,4,Robotics Engineer
3,5,3,2,2,5,4,1,1,2,Data Scientist
5,3,1,4,4,2,2,1,1,3,Robotics Engineer
5,4,5,4,1,4,2,2,1,1,Robotics Engineer
1,3,3,1,4,4,4,4,3,1,Data Scientist
3,4,1,2,2,3,5,2,3,1,Data Scientist
1,3,3,1,4,1,4,5,3,2,UI/UX Designer
3,5,1,1,2,5,4,2,1,1,Data Scientist
4,5,2,2,2,2,2,1,5,5,Cybersecurity Engineer
5,4,2,1,3,5,5,1,1,1,AI/ML Engineer
5,1,2,1,4,2,2,5,2,5,Game Developer
4,5,3,2,1,4,5,4,1,3,Data Scientist
2,4,2,1,2,3,4,4,2,1,Data Scientist
5,2,1,1,4,2,4,2,1,2,Software Developer
1,5,3,2,3,4,5,3,1,1,Data Scientist
2,1,3,1,4,1,3,5,2,5,Game Developer
3,4,5,3,4,2,2,2,2,2,Robotics Engineer
4,3,2,2,4,4,1,1,5,1,Cybersecurity Engineer
3,2,1,1,5,1,2,4,1,4,Game Developer
4,4,1,2,2,5,4,1,1,1,Data Scientist
1,4,1,1,1,4,1,4,1,5,Data Scientist
4,5,3,2,1,3,4,1,1,1,AI/ML Engineer
2,5,2,1,2,4,5,3,1,3,Data Scientist
4,2,3,2,5,2,1,5,1,2,Web Developer
2,3,1,1,5,3,1,5,2,2,Web Developer
4,4,1,3,2,2,5,1,3,3,AI/ML Engineer
5,4,3,1,2,4,2,1,1,2,AI/ML Engineer
4,4,1,2,4,4,2,1,5,1,Cybersecurity Engineer
3,3,1,3,5,2,2,3,4,1,Cybersecurity Engineer
4,1,2,1,5,3,1,5,2,1,Web Developer
3,4,1,3,2,5,5,4,1,1,Data Scientist
3,5,1,1,3,4,3,2,4,1,Data Scientist
2,3,1,2,5,2,2,3,1,4,Web Developer
1,1,2,1,5,1,1,5,1,2,Web Developer
2,2,4,5,1,3,1,2,2,1,Electronics Engineer
5,2,1,2,4,5,2,1,1,2,Software Developer
2,4,1,1,1,3,5,1,2,2,Data Scientist
5,5,1,1,2,3,3,1,1,3,AI/ML Engineer
3,5,1,1,2,3,3,1,3,2,Data Scientist
1,2,1,2,5,2,1,1,3,5,Game Developer
3,2,3,1,4,2,1,4,1,5,Game Developer
2,5,1,3,5,1,1,4,1,2,Game Developer
3,3,4,3,3,1,1,4,3,1,Electronics Engineer
1,3,5,5,1,1,1,1,1,1,Electronics Engineer
3,5,2,1,2,5,5,1,2,1,Data Scientist
3,2,4,4,1,1,2,2,1,2,Electronics Engineer
4,5,1,2,2,4,3,4,1,3,Data Scientist
5,2,3,2,2,3,2,2,1,3,Software Developer
2,1,1,1,3,1,2,4,1,3,Game Developer
3,3,2,3,2,4,3,4,1,5,Game Developer
2,1,1,2,2,2,1,1,5,1,Cybersecurity Engineer
5,1,1,2,3,2,2,3,2,2,Cybersecurity Engineer
3,3,1,1,4,1,1,2,5,1,Cybersecurity Engineer
5,3,1,4,5,2,2,5,1,4,Web Developer
5,5,1,1,3,5,4,1,1,2,AI/ML Engineer
3,3,2,1,3,1,3,3,1,5,Game Developer
5,2,4,2,4,1,3,5,2,4,Web Developer
5,3,1,3,2,3,4,2,1,2,Software Developer
3,3,4,3,3,4,3,1,2,2,Robotics Engineer
5,3,1,1,4,4,2,1,1,2,Software Developer
3,2,1,1,2,3,1,5,1,5,Game Developer
3,4,1,2,4,2,1,5,3,5,Game Developer
4,5,1,1,2,5,5,1,1,3,AI/ML Engineer
2,3,4,5,3,4,1,1,1,1,Electronics Engineer
1,1,4,3,1,1,1,1,1,1,Electronics Engineer
5,2,1,1,5,4,3,1,1,5,Software Developer
3,3,2,2,2,1,1,4,1,3,Electronics Engineer
1,1,3,5,1,1,1,1,2,3,Electronics Engineer
5,2,1,1,3,2,3,3,1,3,Software Developer
1,3,4,4,2,3,1,3,1,3,Electronics Engineer
5,5,1,1,3,5,5,1,1,1,AI/ML Engineer
3,3,1,1,3,2,2,4,1,3,Game Developer
3,2,4,5,4,1,1,2,1,2,Electronics Engineer
3,4,2,2,4,4,1,2,4,1,Cybersecurity Engineer
4,5,2,3,3,4,3,3,3,3,AI/ML Engineer
5,1,1,3,5,2,1,1,5,2,Cybersecurity Engineer
1,2,2,1,3,1,2,3,2,3,UI/UX Designer
5,2,2,1,5,1,5,5,3,2,Web Developer
3,2,5,4,1,2,4,2,1,4,Robotics Engineer
5,1,1,2,5,1,3,2,4,1,Cybersecurity Engineer
3,5,1,3,3,4,4,2,5,1,Data Scientist
2,1,1,1,3,2,3,5,1,1,UI/UX Designer
1,2,2,1,5,1,1,5,1,5,Game Developer
1,3,2,3,3,1,1,1,3,2,Electronics Engineer
4,2,1,1,5,2,2,3,1,1,Software Developer
3,3,4,3,1,2,2,1,1,2,Robotics Engineer
1,2,1,1,3,1,3,4,1,2,UI/UX Designer
3,1,1,1,4,2,1,1,3,1,Software Developer
3,3,5,5,2,3,2,1,1,3,Robotics Engineer
5,1,3,1,3,3,1,3,1,1,Software Developer
3,3,2,2,3,2,1,1,5,1,Cybersecurity Engineer
3,2,1,1,5,3,1,5,1,3,Web Developer
1,4,2,5,5,1,2,5,3,2,Web Developer
2,3,5,5,1,1,1,1,1,1,Electronics Engineer
2,3,1,1,3,4,5,1,1,1,Data Scientist
2,4,1,1,2,5,5,1,2,1,Data Scientist
4,3,1,1,5,1,2,2,5,1,Cybersecurity Engineer
4,1,3,4,4,4,2,3,1,2,Robotics Engineer
4,3,2,1,5,1,2,5,1,2,Web Developer
4,4,1,3,1,5,3,1,1,2,AI/ML Engineer
3,2,2,1,5,3,2,1,2,2,Software Developer
3,5,1,3,3,5,4,1,1,2,AI/ML Engineer
1,1,1,3,3,3,2,4,1,4,UI/UX Designer
5,2,3,2,4,2,1,1,5,1,Cybersecurity Engineer
5,1,3,1,5,2,1,5,1,5,Game Developer
4,2,1,1,4,2,1,1,5,1,Cybersecurity Engineer
4,3,5,4,1,1,1,4,1,2,Electronics Engineer
3,1,3,1,4,1,1,4,2,5,Game Developer
5,1,1,1,5,1,2,3,2,3,Software Developer
4,2,1,1,4,5,2,1,1,2,Software Developer
5,1,1,1,4,4,2,3,1,3,Software Developer
3,5,1,1,3,5,5,1,1,2,AI/ML Engineer
4,5,1,2,1,4,3,3,3,1,Data Scientist
2,2,3,1,3,1,3,4,3,2,Web Developer
2,3,5,5,1,2,2,3,1,1,Electronics Engineer
2,5,5,1,2,3,4,2,2,2,Data Scientist
3,2,1,4,1,4,1,1,5,1,Cybersecurity Engineer
4,3,5,1,2,4,5,1,2,3,Data Scientist
3,1,1,3,4,3,2,3,1,4,Game Developer
2,3,1,2,5,2,2,4,1,2,Web Developer
2,1,1,1,3,3,5,5,2,4,UI/UX Designer
1,1,3,2,3,1,2,4,1,1,UI/UX Designer
4,3,1,1,3,4,3,5,2,4,Web Developer
3,2,2,2,5,3,1,3,1,3,Web Developer
1,2,1,2,2,1,1,5,3,1,UI/UX Designer
3,3,5,2,4,3,3,1,2,3,Robotics Engineer
4,3,3,3,4,3,2,5,2,2,UI/UX Designer
5,3,2,1,5,1,3,2,1,2,Software Developer
4,3,3,5,2,2,1,3,2,1,Electronics Engineer
5,2,1,1,5,3,4,1,1,4,Software Developer
1,2,5,1,1,3,2,1,1,1,Electronics Engineer
4,5,5,4,4,1,2,1,1,1,Robotics Engineer
4,5,2,3,3,4,2,1,1,3,AI/ML Engineer
3,4,1,1,4,3,5,1,2,1,Data Scientist
4,5,1,1,2,5,4,3,1,1,Data Scientist
5,4,1,1,4,3,3,2,1,2,Software Developer
1,4,4,5,1,1,1,1,2,3,Electronics Engineer
2,2,4,5,1,2,1,1,2,3,Electronics Engineer
5,2,1,1,4,3,4,4,2,2,Software Developer
1,1,1,1,3,1,2,4,1,2,UI/UX Designer
5,4,3,1,4,3,4,1,1,2,Data Scientist
3,1,2,2,5,2,2,5,1,2,Web Developer
1,1,1,1,2,1,3,4,1,2,UI/UX Designer
3,2,1,2,5,3,1,3,3,4,Web Developer
4,5,1,1,2,5,5,4,1,2,Data Scientist
1,5,5,5,1,2,2,1,1,2,Robotics Engineer
4,3,1,1,3,2,1,3,1,2,Software Developer
3,4,4,5,3,1,1,3,1,2,Electronics Engineer
5,5,1,2,5,1,3,1,4,1,Cybersecurity Engineer
5,2,1,5,5,2,2,4,2,5,Game Developer
4,4,1,1,1,5,5,1,2,3,AI/ML Engineer
3,4,1,3,2,3,4,3,1,1,Data Scientist
3,2,5,4,1,1,2,1,1,2,Robotics Engineer
2,3,2,1,5,1,2,5,2,2,Web Developer
5,1,2,1,5,2,4,3,2,1,Software Developer
2,1,1,3,4,3,3,5,2,3,Web Developer
2,5,2,1,4,3,3,2,2,1,Data Scientist
1,3,1,1,3,4,1,5,1,1,UI/UX Designer
4,5,1,1,4,2,2,2,5,1,Cybersecurity Engineer
5,1,1,1,4,1,1,5,1,1,UI/UX Designer
3,3,1,2,1,2,4,5,1,3,Web Developer
2,1,1,1,4,4,2,4,2,5,Web Developer
4,3,5,5,1,3,2,1,1,3,Robotics Engineer
4,2,1,1,5,2,2,3,1,2,Web Developer
5,2,2,5,1,1,2,1,3,1,Electronics Engineer
2,2,5,5,1,4,1,2,1,1,Electronics Engineer
2,1,2,3,2,1,2,5,2,2,UI/UX Designer
5,2,2,1,3,2,1,1,2,4,Software Developer
3,5,1,1,3,4,4,5,1,3,AI/ML Engineer
3,4,1,1,1,2,5,2,2,2,Data Scientist
5,5,1,1,3,5,5,1,1,2,AI/ML Engineer
5,4,1,1,3,4,4,1,5,2,AI/ML Engineer
4,5,1,5,3,1,1,1,5,2,Cybersecurity Engineer
5,4,1,1,5,3,2,3,1,3,Software Developer
2,1,4,5,3,1,1,1,2,3,Electronics Engineer
4,1,1,2,5,3,1,2,5,1,Cybersecurity Engineer
5,5,1,1,3,5,5,1,3,1,AI/ML Engineer
3,5,1,2,2,4,5,5,2,1,Data Scientist
2,5,1,2,3,3,5,2,1,1,Data Scientist
4,5,3,3,4,5,5,1,1,2,AI/ML Engineer
3,3,5,4,1,2,1,4,2,2,Robotics Engineer
2,3,1,1,4,4,3,2,1,5,Software Developer
1,5,2,3,1,4,5,2,1,1,Data Scientist
4,4,1,1,2,4,5,4,2,1,Data Scientist
5,5,1,1,5,3,5,1,1,4,AI/ML Engineer
5,1,1,3,5,1,2,5,1,2,Web Developer
3,3,1,3,2,1,1,2,3,1,Cybersecurity Engineer
5,2,2,2,2,3,2,5,1,4,UI/UX Designer
1,2,2,5,1,1,1,1,1,1,Electronics Engineer
4,5,1,1,4,5,3,2,2,1,AI/ML Engineer
5,5,1,3,2,5,4,1,2,2,AI/ML Engineer
5,1,2,2,5,3,1,4,1,5,Game Developer
2,4,1,1,4,5,4,1,1,1,AI/ML Engineer
4,4,1,2,4,3,1,2,5,1,Cybersecurity Engineer
5,3,1,1,5,3,2,1,3,1,Software Developer
3,5,1,4,1,4,5,4,1,1,Data Scientist
4,5,1,2,4,3,4,1,1,1,Data Scientist
5,2,3,1,4,3,5,3,1,4,Web Developer
5,2,1,2,5,3,1,3,1,2,Software Developer
1,1,1,1,4,3,3,1,2,3,Software Developer
1,4,1,1,5,1,1,5,1,3,Web Developer
